Fecha,Video,Repeticion,Start_Frame,End_Frame,Profundidad,Torso,Estabilidad,Rodillas,Ritmo
2026-04-09 20:49:56,ejemplo14.mp4,8,485,529,8.93,8.53,9.64,9.16,8.47
2026-04-09 20:50:03,ejemplo3.mp4,1,0,55,8.50,8.79,9.27,8.73,8.68
2026-04-09 20:50:03,ejemplo3.mp4,2,98,173,8.00,8.76,8.99,8.68,8.35
2026-04-09 20:50:03,ejemplo3.mp4,3,211,280,7.73,8.42,8.43,7.93,7.79
2026-04-09 20:50:03,ejemplo3.mp4,4,320,387,7.29,8.07,8.00,7.64,7.33
2026-04-09 20:50:03,ejemplo3.mp4,5,422,492,7.58,8.41,8.46,8.08,7.70
2026-04-09 20:50:03,ejemplo3.mp4,6,530,598,7.17,7.92,7.96,7.52,7.32
2026-04-09 20:52:31,mio.mp4,1,0,70,6.30,1.87,7.00,4.30,3.63
2026-04-09 20:52:31,mio.mp4,2,120,174,6.73,1.75,6.85,2.32,2.63
2026-04-09 20:52:31,mio.mp4,3,214,325,6.15,1.88,7.35,3.60,4.04
2026-04-09 20:52:31,mio.mp4,4,394,598,6.98,2.47,6.85,2.80,2.50
2026-04-09 20:52:31,mio.mp4,5,650,715,7.37,2.16,8.37,5.48,5.34
2026-04-09 20:52:31,mio.mp4,6,758,814,6.81,2.74,8.96,8.01,7.01
2026-04-09 20:52:31,mio.mp4,7,860,935,7.38,2.58,8.90,6.85,6.45
2026-04-09 20:52:31,mio.mp4,8,1017,1096,5.56,1.46,8.27,6.29,5.13
2026-04-09 20:52:31,mio.mp4,9,1180,1238,4.56,1.12,8.61,7.57,7.14
2026-04-09 20:52:31,mio.mp4,10,1307,1364,6.34,1.75,8.60,6.29,6.44
2026-04-09 20:52:31,mio.mp4,11,1408,1475,7.57,2.26,7.96,4.94,5.65
