Fecha,Video,Repeticion,Start_Frame,End_Frame,Profundidad,Torso,Estabilidad,Rodillas,Ritmo
2026-04-09 19:11:53,ejemplo16.mp4,1,0,77,6.38,7.52,6.93,7.00,7.66
2026-04-09 19:11:53,ejemplo16.mp4,2,147,208,6.20,8.70,8.24,7.72,8.13
2026-04-09 19:11:53,ejemplo16.mp4,3,270,345,6.46,8.91,8.55,7.79,8.35
2026-04-09 19:11:55,ejemplo13.mp4,1,0,42,4.66,7.61,8.58,8.53,8.35
2026-04-09 19:11:55,ejemplo13.mp4,2,82,144,4.33,6.97,8.69,8.69,7.80
2026-04-09 19:11:55,ejemplo13.mp4,3,183,248,4.28,6.79,8.68,8.67,7.60
2026-04-09 19:11:55,ejemplo13.mp4,4,282,340,4.45,7.30,8.82,8.82,7.92
2026-04-09 19:11:55,ejemplo13.mp4,5,377,434,4.45,7.27,8.79,8.76,8.01
2026-04-09 19:11:55,ejemplo7.mp4,1,0,45,4.54,5.54,7.80,5.26,6.55
2026-04-09 19:11:55,ejemplo7.mp4,2,92,157,3.44,6.39,8.51,6.97,6.81
2026-04-09 19:11:55,ejemplo7.mp4,3,203,264,3.58,6.15,8.48,6.80,6.68
2026-04-09 19:11:55,ejemplo7.mp4,4,313,413,2.96,5.46,8.08,6.54,6.35
2026-04-09 19:11:56,ejemplo11.mp4,1,0,198,6.91,8.91,8.45,8.25,8.71
2026-04-09 19:11:56,ejemplo11.mp4,2,207,359,7.31,8.79,8.26,8.07,8.59
2026-04-09 19:12:00,ejemplo4.mp4,1,0,50,3.57,6.92,7.69,8.11,7.77
2026-04-09 19:12:00,ejemplo4.mp4,2,74,118,3.90,6.70,7.20,7.49,7.48
2026-04-09 19:12:00,ejemplo4.mp4,3,140,182,3.92,7.01,7.42,7.62,7.41
2026-04-09 19:12:00,ejemplo4.mp4,4,203,244,3.83,7.06,7.58,7.72,7.35
2026-04-09 19:12:00,ejemplo4.mp4,5,263,300,4.01,6.53,6.94,7.24,7.10
2026-04-09 19:12:00,ejemplo4.mp4,6,319,354,4.36,8.10,8.16,8.05,7.32
2026-04-09 19:12:00,ejemplo4.mp4,7,376,413,4.18,8.59,8.64,8.69,7.79
2026-04-09 19:12:00,ejemplo4.mp4,8,433,471,3.94,7.33,7.72,7.86,7.24
2026-04-09 19:12:00,ejemplo4.mp4,9,489,528,3.99,6.91,7.18,7.40,7.06
2026-04-09 19:12:03,ejemplo14.mp4,1,0,42,4.02,7.13,7.89,8.06,8.23
2026-04-09 19:12:03,ejemplo14.mp4,2,68,112,3.67,7.14,8.37,8.31,8.45
2026-04-09 19:12:03,ejemplo14.mp4,3,140,186,3.75,7.40,8.41,8.42,8.53
2026-04-09 19:12:03,ejemplo14.mp4,4,211,254,3.63,6.91,8.28,8.22,8.35
2026-04-09 19:12:03,ejemplo14.mp4,5,279,320,3.60,7.08,8.33,8.29,8.36
2026-04-09 19:12:03,ejemplo14.mp4,6,344,387,3.71,7.05,8.40,8.29,8.40
2026-04-09 19:12:03,ejemplo14.mp4,7,415,456,3.73,7.15,8.42,8.38,8.36
2026-04-09 19:12:03,ejemplo14.mp4,8,486,531,3.77,7.21,8.38,8.37,8.39
2026-04-09 19:12:06,ejemplo3.mp4,1,0,55,5.80,6.31,7.16,6.84,7.67
2026-04-09 19:12:06,ejemplo3.mp4,2,109,171,5.36,6.35,6.88,6.37,7.24
2026-04-09 19:12:06,ejemplo3.mp4,3,217,279,4.87,5.47,6.25,5.87,6.67
2026-04-09 19:12:06,ejemplo3.mp4,4,325,385,4.71,5.70,6.27,6.04,6.69
2026-04-09 19:12:06,ejemplo3.mp4,5,427,490,4.77,5.66,6.29,6.02,6.75
2026-04-09 19:12:06,ejemplo3.mp4,6,536,595,4.64,5.52,6.22,5.98,6.67
2026-04-09 19:14:30,mio.mp4,1,0,76,2.79,3.98,7.48,7.00,6.34
2026-04-09 19:14:30,mio.mp4,2,121,174,3.02,4.45,7.88,6.99,6.54
2026-04-09 19:14:30,mio.mp4,3,219,336,2.86,4.81,8.35,7.63,7.39
2026-04-09 19:14:30,mio.mp4,4,400,460,0.85,6.97,8.97,9.03,7.56
2026-04-09 19:14:30,mio.mp4,5,478,597,2.80,4.70,8.09,7.21,6.89
2026-04-09 19:14:30,mio.mp4,6,647,711,3.37,3.53,7.32,6.18,6.97
2026-04-09 19:14:30,mio.mp4,7,755,810,3.49,3.66,7.53,6.35,7.12
2026-04-09 19:14:30,mio.mp4,8,860,932,3.61,3.56,7.56,6.08,7.34
2026-04-09 19:14:30,mio.mp4,9,1016,1108,2.86,3.88,7.70,7.07,7.31
2026-04-09 19:14:30,mio.mp4,10,1176,1240,3.11,3.27,7.52,6.45,7.73
2026-04-09 19:14:30,mio.mp4,11,1306,1361,3.57,3.34,7.48,6.06,7.65
2026-04-09 19:14:30,mio.mp4,12,1406,1469,3.62,3.84,7.25,6.19,7.29
