Fecha,Video,Repeticion,Start_Frame,End_Frame,Profundidad,Torso,Estabilidad,Rodillas,Ritmo
2026-04-09 19:10:41,ejemplo15.mp4,1,0,27,4.60,7.81,8.00,8.43,8.69
2026-04-09 19:10:41,ejemplo15.mp4,2,37,74,4.46,7.57,8.27,8.46,8.65
2026-04-09 19:10:50,ejemplo9.mp4,1,0,60,4.13,8.21,9.01,6.78,7.10
2026-04-09 19:10:53,ejemplo8.mp4,1,0,31,5.87,8.87,8.61,9.08,8.56
2026-04-09 19:10:53,ejemplo8.mp4,2,64,128,4.01,8.96,8.99,9.39,8.61
2026-04-09 19:10:54,ejemplo12.mp4,1,0,130,3.28,6.59,8.66,8.58,8.82
2026-04-09 19:11:20,ejemplo2.mp4,1,0,65,5.32,6.72,8.28,7.75,9.06
2026-04-09 19:11:20,ejemplo2.mp4,2,112,220,3.80,6.24,7.82,7.80,8.40
2026-04-09 19:11:31,ejemplo1.mp4,1,0,70,5.76,6.13,8.42,5.98,8.37
2026-04-09 19:11:31,ejemplo1.mp4,2,128,258,4.06,6.92,8.64,7.34,7.82
2026-04-09 19:11:40,ejemplo5.mp4,1,0,52,4.49,8.52,8.99,9.24,7.96
2026-04-09 19:11:40,ejemplo5.mp4,2,78,135,3.96,8.44,9.08,9.28,7.87
2026-04-09 19:11:40,ejemplo5.mp4,3,162,220,4.04,8.70,9.18,9.37,8.07
2026-04-09 19:11:40,ejemplo5.mp4,4,244,300,4.19,8.65,9.13,9.29,8.02
2026-04-09 19:11:44,ejemplo10.mp4,1,0,103,1.73,3.90,7.28,7.18,7.20
2026-04-09 19:11:44,ejemplo10.mp4,2,129,205,5.69,9.04,8.49,8.36,8.08
2026-04-09 19:11:44,ejemplo10.mp4,3,242,303,6.57,9.30,8.79,8.35,8.45
2026-04-09 19:11:49,ejemplo6.mp4,1,0,29,3.20,6.17,8.47,8.12,7.42
2026-04-09 19:11:49,ejemplo6.mp4,2,51,95,2.15,6.68,8.54,8.13,8.12
2026-04-09 19:11:49,ejemplo6.mp4,3,156,301,3.46,6.09,8.16,7.46,7.89
