Fecha,Video,Repeticion,Start_Frame,End_Frame,Profundidad,Torso,Estabilidad,Rodillas,Ritmo
2026-04-09 20:00:12,ejemplo16.mp4,3,263,341,3.62,8.74,8.99,8.67,8.19
2026-04-09 20:00:13,ejemplo7.mp4,1,0,44,4.91,3.94,9.00,3.66,5.68
2026-04-09 20:00:13,ejemplo7.mp4,2,93,154,3.89,4.55,8.84,4.93,6.20
2026-04-09 20:00:13,ejemplo7.mp4,3,203,260,3.62,3.31,8.66,4.01,5.44
2026-04-09 20:00:13,ejemplo7.mp4,4,319,411,3.02,4.97,8.52,5.23,5.95
2026-04-09 20:00:15,ejemplo13.mp4,1,0,40,5.56,5.36,9.19,8.82,8.58
2026-04-09 20:00:15,ejemplo13.mp4,2,79,142,3.77,4.31,8.81,8.79,8.64
2026-04-09 20:00:15,ejemplo13.mp4,3,179,246,3.54,4.14,8.78,8.79,8.61
2026-04-09 20:00:15,ejemplo13.mp4,4,281,338,4.02,4.71,8.96,8.83,8.72
2026-04-09 20:00:15,ejemplo13.mp4,5,374,433,4.10,4.73,8.93,8.75,8.62
2026-04-09 20:00:15,ejemplo11.mp4,1,0,132,4.37,9.08,9.30,9.29,9.08
2026-04-09 20:00:15,ejemplo11.mp4,2,156,188,4.24,9.36,9.83,9.38,8.93
2026-04-09 20:00:15,ejemplo11.mp4,3,233,359,2.56,9.03,9.83,9.74,8.03
2026-04-09 20:00:21,ejemplo4.mp4,1,0,49,3.27,5.45,6.50,6.89,7.50
2026-04-09 20:00:21,ejemplo4.mp4,2,74,118,3.60,5.14,5.41,5.26,6.87
2026-04-09 20:00:21,ejemplo4.mp4,3,141,181,3.93,6.59,6.30,6.23,6.54
2026-04-09 20:00:21,ejemplo4.mp4,4,204,244,3.81,6.71,6.52,6.53,6.36
2026-04-09 20:00:21,ejemplo4.mp4,5,263,300,3.84,6.41,6.25,5.96,6.08
2026-04-09 20:00:21,ejemplo4.mp4,6,318,352,3.66,8.37,8.38,8.43,5.92
2026-04-09 20:00:21,ejemplo4.mp4,7,376,411,4.45,8.80,8.62,8.79,6.28
2026-04-09 20:00:21,ejemplo4.mp4,8,434,469,4.23,8.08,7.82,8.18,6.08
2026-04-09 20:00:21,ejemplo4.mp4,9,490,528,4.15,7.84,7.16,7.57,6.41
2026-04-09 20:00:25,ejemplo14.mp4,1,0,39,5.09,5.62,9.18,8.55,8.24
2026-04-09 20:00:25,ejemplo14.mp4,2,71,110,4.42,6.21,9.48,8.87,8.81
2026-04-09 20:00:25,ejemplo14.mp4,3,141,182,4.58,6.64,9.52,8.91,8.75
2026-04-09 20:00:25,ejemplo14.mp4,4,213,250,4.61,6.72,9.52,8.86,8.55
2026-04-09 20:00:25,ejemplo14.mp4,5,279,317,4.54,6.61,9.50,8.81,8.53
2026-04-09 20:00:25,ejemplo14.mp4,6,345,384,4.65,6.95,9.56,8.89,8.66
2026-04-09 20:00:25,ejemplo14.mp4,7,415,454,4.56,6.24,9.45,8.83,8.58
2026-04-09 20:00:25,ejemplo14.mp4,8,485,527,4.53,6.55,9.50,8.89,8.56
2026-04-09 20:00:30,ejemplo3.mp4,1,0,53,5.74,8.01,9.02,8.11,8.36
2026-04-09 20:00:30,ejemplo3.mp4,2,102,172,3.96,8.12,9.20,8.24,8.35
2026-04-09 20:00:30,ejemplo3.mp4,3,213,280,3.87,7.67,9.07,7.82,8.08
2026-04-09 20:00:30,ejemplo3.mp4,4,321,386,3.75,7.74,8.97,7.90,8.02
2026-04-09 20:00:30,ejemplo3.mp4,5,424,491,3.95,7.83,9.10,8.06,8.18
2026-04-09 20:00:30,ejemplo3.mp4,6,532,598,3.80,7.54,8.94,7.92,8.00
2026-04-09 20:03:40,mio.mp4,1,0,71,1.92,1.76,7.50,7.39,6.31
2026-04-09 20:03:40,mio.mp4,2,128,171,1.99,1.69,7.08,5.32,6.43
2026-04-09 20:03:40,mio.mp4,3,227,328,2.21,2.36,8.02,6.06,6.82
2026-04-09 20:03:40,mio.mp4,4,420,597,2.30,4.82,8.44,6.61,6.15
2026-04-09 20:03:40,mio.mp4,5,653,711,3.15,3.09,8.72,7.07,7.72
2026-04-09 20:03:40,mio.mp4,6,757,810,3.18,3.84,8.77,7.57,8.05
2026-04-09 20:03:40,mio.mp4,7,861,937,3.69,3.57,9.04,6.96,7.84
2026-04-09 20:03:40,mio.mp4,8,1020,1086,2.26,3.03,8.38,8.04,7.50
2026-04-09 20:03:40,mio.mp4,9,1179,1222,2.37,2.54,8.40,7.15,7.32
2026-04-09 20:03:40,mio.mp4,10,1311,1358,3.75,2.45,8.36,6.03,6.60
2026-04-09 20:03:40,mio.mp4,11,1407,1469,3.17,2.17,7.00,5.50,6.50
