Fecha,Video,Repeticion,Start_Frame,End_Frame,Profundidad,Torso,Estabilidad,Rodillas,Ritmo
2026-04-10 10:59:41,ejemplo15.mp4,1,39,68,5.41,2.96,8.05,6.09,5.31
2026-04-10 10:59:41,ejemplo9.mp4,1,0,56,6.87,7.38,8.71,7.48,4.40
2026-04-10 10:59:50,ejemplo12.mp4,1,8,42,6.86,5.41,9.18,9.28,9.51
2026-04-10 10:59:51,ejemplo8.mp4,1,0,28,8.53,8.31,7.42,7.75,5.88
2026-04-10 10:59:51,ejemplo8.mp4,2,66,126,7.31,7.98,6.80,7.33,6.37
2026-04-10 11:00:14,ejemplo2.mp4,1,0,70,7.84,7.82,8.52,8.59,8.90
2026-04-10 11:00:14,ejemplo2.mp4,2,106,223,7.74,7.79,8.17,7.53,9.03
2026-04-10 11:00:15,ejemplo1.mp4,1,147,260,8.03,5.75,8.18,7.17,8.52
2026-04-10 11:00:28,ejemplo5.mp4,1,0,51,9.01,9.61,9.50,9.52,7.06
2026-04-10 11:00:28,ejemplo5.mp4,2,76,134,8.86,9.63,9.79,9.80,7.50
2026-04-10 11:00:28,ejemplo5.mp4,3,159,219,8.88,9.63,9.69,9.72,7.16
2026-04-10 11:00:28,ejemplo5.mp4,4,242,300,8.66,9.48,9.65,9.78,7.42
2026-04-10 11:00:35,ejemplo10.mp4,1,0,203,6.53,6.08,7.40,6.16,7.85
2026-04-10 11:00:35,ejemplo10.mp4,2,237,306,8.91,9.12,9.69,9.21,9.09
2026-04-10 11:00:39,ejemplo6.mp4,1,0,39,7.49,6.36,7.24,6.01,8.08
2026-04-10 11:00:39,ejemplo6.mp4,2,44,305,8.00,6.82,8.20,6.75,8.70
2026-04-10 11:00:44,ejemplo16.mp4,1,0,78,9.13,9.52,9.85,9.79,9.48
2026-04-10 11:00:44,ejemplo16.mp4,2,116,210,8.80,9.51,9.89,9.86,9.48
2026-04-10 11:00:44,ejemplo16.mp4,3,254,344,8.99,9.68,9.92,9.94,9.66
2026-04-10 11:00:45,ejemplo7.mp4,1,0,43,7.48,5.68,9.10,8.01,7.27
2026-04-10 11:00:45,ejemplo7.mp4,2,85,155,6.90,6.59,9.56,8.47,7.63
2026-04-10 11:00:45,ejemplo7.mp4,3,198,260,7.15,6.13,9.30,8.41,7.24
2026-04-10 11:00:45,ejemplo7.mp4,4,318,411,6.62,6.68,9.08,7.03,6.73
2026-04-10 11:00:45,ejemplo13.mp4,1,0,35,7.28,4.01,8.56,7.56,6.51
2026-04-10 11:00:45,ejemplo13.mp4,2,77,135,7.38,3.22,7.52,4.58,4.35
2026-04-10 11:00:45,ejemplo13.mp4,3,176,239,7.41,2.70,7.31,3.80,3.24
2026-04-10 11:00:45,ejemplo13.mp4,4,280,331,7.49,3.76,7.88,4.58,4.37
2026-04-10 11:00:45,ejemplo13.mp4,5,372,429,7.70,3.73,7.69,5.12,4.85
2026-04-10 11:00:47,ejemplo11.mp4,1,0,131,9.65,9.66,9.73,9.57,9.48
2026-04-10 11:00:47,ejemplo11.mp4,2,313,372,8.79,7.55,9.43,9.12,8.11
2026-04-10 11:00:50,ejemplo4.mp4,1,0,47,5.94,8.88,9.33,9.26,5.74
2026-04-10 11:00:50,ejemplo4.mp4,2,70,115,7.98,9.18,9.75,9.53,5.42
2026-04-10 11:00:50,ejemplo4.mp4,3,138,178,8.20,9.27,9.69,9.43,5.34
2026-04-10 11:00:50,ejemplo4.mp4,4,203,241,8.20,9.22,9.57,9.16,4.84
2026-04-10 11:00:50,ejemplo4.mp4,5,262,296,8.10,9.13,9.46,8.62,3.80
