Fecha,Video,Repeticion,Start_Frame,End_Frame,Profundidad,Torso,Estabilidad,Rodillas,Ritmo
2026-04-10 11:00:50,ejemplo4.mp4,6,316,350,6.68,9.29,9.55,9.41,4.75
2026-04-10 11:00:50,ejemplo4.mp4,7,374,410,8.24,9.33,9.62,9.44,4.90
2026-04-10 11:00:50,ejemplo4.mp4,8,432,468,8.33,9.21,9.54,9.07,4.65
2026-04-10 11:00:50,ejemplo4.mp4,9,488,525,8.15,9.16,9.42,9.08,4.78
2026-04-10 11:00:52,ejemplo14.mp4,1,0,40,7.66,3.94,7.46,5.62,4.47
2026-04-10 11:00:52,ejemplo14.mp4,2,64,111,7.93,5.03,8.26,7.68,4.68
2026-04-10 11:00:52,ejemplo14.mp4,3,135,183,8.18,6.12,8.87,8.28,5.25
2026-04-10 11:00:52,ejemplo14.mp4,4,207,251,8.12,5.98,8.62,8.32,5.04
2026-04-10 11:00:52,ejemplo14.mp4,5,274,318,8.20,5.53,8.11,7.65,4.72
2026-04-10 11:00:52,ejemplo14.mp4,6,340,385,8.15,5.77,8.54,7.97,4.54
2026-04-10 11:00:52,ejemplo14.mp4,7,410,455,8.08,4.99,8.19,7.43,4.58
2026-04-10 11:00:52,ejemplo14.mp4,8,479,527,7.92,5.43,8.75,7.22,4.86
2026-04-10 11:00:56,ejemplo3.mp4,1,0,55,6.48,8.07,9.03,8.48,8.67
2026-04-10 11:00:56,ejemplo3.mp4,2,90,171,8.26,7.87,9.20,8.49,8.19
2026-04-10 11:00:56,ejemplo3.mp4,3,202,278,8.11,7.60,8.99,8.60,8.15
2026-04-10 11:00:56,ejemplo3.mp4,4,309,385,7.93,7.56,8.62,8.10,7.42
2026-04-10 11:00:56,ejemplo3.mp4,5,412,489,8.07,7.78,9.11,8.60,8.29
2026-04-10 11:00:56,ejemplo3.mp4,6,519,595,7.80,7.92,9.30,9.27,8.77
2026-04-10 11:02:32,mio.mp4,1,0,86,4.00,3.19,8.60,8.49,7.78
2026-04-10 11:02:32,mio.mp4,2,118,177,6.53,3.77,8.43,8.56,6.86
2026-04-10 11:02:32,mio.mp4,3,213,337,7.45,5.70,8.84,8.55,7.32
2026-04-10 11:02:32,mio.mp4,4,494,601,7.26,5.99,8.61,7.96,7.63
2026-04-10 11:02:32,mio.mp4,5,637,711,7.30,5.55,7.81,7.11,6.63
2026-04-10 11:02:32,mio.mp4,6,742,811,7.15,5.58,7.51,6.59,5.89
2026-04-10 11:02:32,mio.mp4,7,846,938,7.54,4.84,8.28,6.42,6.44
2026-04-10 11:02:32,mio.mp4,8,990,1124,7.44,5.63,8.82,7.64,7.10
2026-04-10 11:02:32,mio.mp4,9,1170,1244,7.78,6.67,8.33,6.87,8.35
2026-04-10 11:02:32,mio.mp4,10,1300,1356,7.29,5.87,6.47,4.03,7.59
2026-04-10 11:02:32,mio.mp4,11,1405,1468,6.48,5.00,6.16,4.02,6.32
